更新时间,2026-05-12 03:03:42,#genre#

上海电信,#genre#
SCTV7,http://lsfeng.duckdns.org:8188/rtp/239.94.0.75:5140
科教,http://lsfeng.duckdns.org:8188/rtp/239.94.0.76:5140
四川乡村,http://lsfeng.duckdns.org:8188/rtp/239.94.0.77:5140
康巴卫视,http://lsfeng.duckdns.org:8188/rtp/239.94.0.78:5140
江西卫视,http://lsfeng.duckdns.org:8188/rtp/239.94.0.79:5140
东南卫视,http://lsfeng.duckdns.org:8188/rtp/239.94.0.80:5140
黑龙江卫视,http://lsfeng.duckdns.org:8188/rtp/239.94.0.81:5140
重庆卫视,http://lsfeng.duckdns.org:8188/rtp/239.94.0.82:5140
贵州卫视,http://lsfeng.duckdns.org:8188/rtp/239.94.0.83:5140
湖北卫视,http://lsfeng.duckdns.org:8188/rtp/239.94.0.84:5140
安徽卫视,http://lsfeng.duckdns.org:8188/rtp/239.94.0.85:5140
河北卫视,http://lsfeng.duckdns.org:8188/rtp/239.94.0.86:5140
中国交通,http://lsfeng.duckdns.org:8188/rtp/239.94.0.87:5140
河南卫视,http://lsfeng.duckdns.org:8188/rtp/239.94.0.88:5140
广西卫视,http://lsfeng.duckdns.org:8188/rtp/239.94.0.89:5140
云南卫视,http://lsfeng.duckdns.org:8188/rtp/239.94.0.90:5140
吉林卫视,http://lsfeng.duckdns.org:8188/rtp/239.94.0.91:5140
陕西卫视,http://lsfeng.duckdns.org:8188/rtp/239.94.0.92:5140
山西卫视,http://lsfeng.duckdns.org:8188/rtp/239.94.0.93:5140
INNTV,http://lsfeng.duckdns.org:8188/rtp/239.94.0.94:5140
青海卫视,http://lsfeng.duckdns.org:8188/rtp/239.94.0.95:5140
宁夏,http://lsfeng.duckdns.org:8188/rtp/239.94.0.96:5140
XZTV,http://lsfeng.duckdns.org:8188/rtp/239.94.0.97:5140
新疆卫视,http://lsfeng.duckdns.org:8188/rtp/239.94.0.98:5140
甘肃卫视,http://lsfeng.duckdns.org:8188/rtp/239.94.0.99:5140
海南卫视,http://lsfeng.duckdns.org:8188/rtp/239.94.0.100:5140
辽宁卫视,http://lsfeng.duckdns.org:8188/rtp/239.94.0.101:5140
兵团卫视,http://lsfeng.duckdns.org:8188/rtp/239.94.0.102:5140
峨眉电影,http://lsfeng.duckdns.org:8188/rtp/239.94.0.103:5140
XAMENSIAR,http://lsfeng.duckdns.org:8188/rtp/239.94.0.104:5140
三沙卫视,http://lsfeng.duckdns.org:8188/rtp/239.94.0.105:5140
父,http://lsfeng.duckdns.org:8188/rtp/239.94.0.106:5140
抢购,http://lsfeng.duckdns.org:8188/rtp/239.94.0.107:5140
BRTV,http://lsfeng.duckdns.org:8188/rtp/239.94.0.109:5140
安多卫视,http://lsfeng.duckdns.org:8188/rtp/239.94.0.110:5140
四川卫视,http://lsfeng.duckdns.org:8188/rtp/239.94.0.115:5140
CDTV1,http://lsfeng.duckdns.org:8188/rtp/239.94.0.154:5140
CDTV2,http://lsfeng.duckdns.org:8188/rtp/239.94.0.155:5140
CDTV3,http://lsfeng.duckdns.org:8188/rtp/239.94.0.156:5140
CDT4,http://lsfeng.duckdns.org:8188/rtp/239.94.0.157:5140
CDTV5,http://lsfeng.duckdns.org:8188/rtp/239.94.0.158:5140
CDTV6,http://lsfeng.duckdns.org:8188/rtp/239.94.0.159:5140
CDTVE,http://lsfeng.duckdns.org:8188/rtp/239.94.0.160:5140
新闻综合,http://lsfeng.duckdns.org:8188/rtp/239.94.0.161:5140
新闻综合,http://lsfeng.duckdns.org:8188/rtp/239.94.0.162:5140
新闻综合,http://lsfeng.duckdns.org:8188/rtp/239.94.0.163:5140
内江综合,http://lsfeng.duckdns.org:8188/rtp/239.94.0.164:5140
德阳文旅科教,http://lsfeng.duckdns.org:8188/rtp/239.94.0.165:5140
新闻综合,http://lsfeng.duckdns.org:8188/rtp/239.94.0.166:5140
综合,http://lsfeng.duckdns.org:8188/rtp/239.94.0.167:5140
新闻综合,http://lsfeng.duckdns.org:8188/rtp/239.94.0.168:5140
综合,http://lsfeng.duckdns.org:8188/rtp/239.94.0.169:5140
眉山综合,http://lsfeng.duckdns.org:8188/rtp/239.94.0.170:5140
新闻综合,http://lsfeng.duckdns.org:8188/rtp/239.94.0.171:5140
公共,http://lsfeng.duckdns.org:8188/rtp/239.94.0.172:5140
文旅生活,http://lsfeng.duckdns.org:8188/rtp/239.94.0.173:5140
文旅乡村,http://lsfeng.duckdns.org:8188/rtp/239.94.0.174:5140
CCTV1,http://www.ly2016.cn:8188/rtp/239.94.0.1:5140
CCTV2,http://www.ly2016.cn:8188/rtp/239.94.0.2:5140
CCTV3,http://www.ly2016.cn:8188/rtp/239.94.0.3:5140
CCTV4,http://www.ly2016.cn:8188/rtp/239.94.0.4:5140
CCTV6,http://www.ly2016.cn:8188/rtp/239.94.0.6:5140
CCTV7,http://www.ly2016.cn:8188/rtp/239.94.0.7:5140
CCTV8,http://www.ly2016.cn:8188/rtp/239.94.0.8:5140
CCTV9,http://www.ly2016.cn:8188/rtp/239.94.0.9:5140
CCTV10,http://www.ly2016.cn:8188/rtp/239.94.0.10:5140
CCTV11,http://www.ly2016.cn:8188/rtp/239.94.0.11:5140
CCTV12,http://www.ly2016.cn:8188/rtp/239.94.0.12:5140
CCTV13,http://www.ly2016.cn:8188/rtp/239.94.0.13:5140
CCTV14,http://www.ly2016.cn:8188/rtp/239.94.0.14:5140
CCTV1,http://www.ly2016.cn:8188/rtp/239.94.0.31:5140
湖南卫视,http://www.ly2016.cn:8188/rtp/239.94.0.61:5140
江苏卫视,http://www.ly2016.cn:8188/rtp/239.94.0.62:5140
浙江卫视,http://www.ly2016.cn:8188/rtp/239.94.0.63:5140
东方卫视,http://www.ly2016.cn:8188/rtp/239.94.0.64:5140
BRTV,http://www.ly2016.cn:8188/rtp/239.94.0.65:5140
深圳卫视,http://www.ly2016.cn:8188/rtp/239.94.0.66:5140
广东卫视,http://www.ly2016.cn:8188/rtp/239.94.0.67:5140
天津卫视,http://www.ly2016.cn:8188/rtp/239.94.0.68:5140
山东卫视,http://www.ly2016.cn:8188/rtp/239.94.0.69:5140
经济,http://www.ly2016.cn:8188/rtp/239.94.0.70:5140
文化旅游,http://www.ly2016.cn:8188/rtp/239.94.0.71:5140
新闻,http://www.ly2016.cn:8188/rtp/239.94.0.72:5140
影视文艺,http://www.ly2016.cn:8188/rtp/239.94.0.73:5140
星空购物,http://www.ly2016.cn:8188/rtp/239.94.0.74:5140
SCTV7,http://www.ly2016.cn:8188/rtp/239.94.0.75:5140
科教,http://www.ly2016.cn:8188/rtp/239.94.0.76:5140
四川乡村,http://www.ly2016.cn:8188/rtp/239.94.0.77:5140
康巴卫视,http://www.ly2016.cn:8188/rtp/239.94.0.78:5140
江西卫视,http://www.ly2016.cn:8188/rtp/239.94.0.79:5140
东南卫视,http://www.ly2016.cn:8188/rtp/239.94.0.80:5140
黑龙江卫视,http://www.ly2016.cn:8188/rtp/239.94.0.81:5140
重庆卫视,http://www.ly2016.cn:8188/rtp/239.94.0.82:5140
贵州卫视,http://www.ly2016.cn:8188/rtp/239.94.0.83:5140
湖北卫视,http://www.ly2016.cn:8188/rtp/239.94.0.84:5140
安徽卫视,http://www.ly2016.cn:8188/rtp/239.94.0.85:5140
河北卫视,http://www.ly2016.cn:8188/rtp/239.94.0.86:5140
中国交通,http://www.ly2016.cn:8188/rtp/239.94.0.87:5140
河南卫视,http://www.ly2016.cn:8188/rtp/239.94.0.88:5140
广西卫视,http://www.ly2016.cn:8188/rtp/239.94.0.89:5140
云南卫视,http://www.ly2016.cn:8188/rtp/239.94.0.90:5140
吉林卫视,http://www.ly2016.cn:8188/rtp/239.94.0.91:5140
陕西卫视,http://www.ly2016.cn:8188/rtp/239.94.0.92:5140
山西卫视,http://www.ly2016.cn:8188/rtp/239.94.0.93:5140
INNTV,http://www.ly2016.cn:8188/rtp/239.94.0.94:5140
青海卫视,http://www.ly2016.cn:8188/rtp/239.94.0.95:5140
宁夏,http://www.ly2016.cn:8188/rtp/239.94.0.96:5140
XZTV,http://www.ly2016.cn:8188/rtp/239.94.0.97:5140
新疆卫视,http://www.ly2016.cn:8188/rtp/239.94.0.98:5140
甘肃卫视,http://www.ly2016.cn:8188/rtp/239.94.0.99:5140
海南卫视,http://www.ly2016.cn:8188/rtp/239.94.0.100:5140
辽宁卫视,http://www.ly2016.cn:8188/rtp/239.94.0.101:5140
兵团卫视,http://www.ly2016.cn:8188/rtp/239.94.0.102:5140
峨眉电影,http://www.ly2016.cn:8188/rtp/239.94.0.103:5140
XAMENSIAR,http://www.ly2016.cn:8188/rtp/239.94.0.104:5140
三沙卫视,http://www.ly2016.cn:8188/rtp/239.94.0.105:5140
父,http://www.ly2016.cn:8188/rtp/239.94.0.106:5140
抢购,http://www.ly2016.cn:8188/rtp/239.94.0.107:5140
BRTV,http://www.ly2016.cn:8188/rtp/239.94.0.109:5140
安多卫视,http://www.ly2016.cn:8188/rtp/239.94.0.110:5140
四川卫视,http://www.ly2016.cn:8188/rtp/239.94.0.115:5140
CDTV1,http://www.ly2016.cn:8188/rtp/239.94.0.154:5140
CDTV2,http://www.ly2016.cn:8188/rtp/239.94.0.155:5140
CDTV3,http://www.ly2016.cn:8188/rtp/239.94.0.156:5140
CDT4,http://www.ly2016.cn:8188/rtp/239.94.0.157:5140
CDTV5,http://www.ly2016.cn:8188/rtp/239.94.0.158:5140
CDTV6,http://www.ly2016.cn:8188/rtp/239.94.0.159:5140
CDTVE,http://www.ly2016.cn:8188/rtp/239.94.0.160:5140
新闻综合,http://www.ly2016.cn:8188/rtp/239.94.0.161:5140
新闻综合,http://www.ly2016.cn:8188/rtp/239.94.0.162:5140
新闻综合,http://www.ly2016.cn:8188/rtp/239.94.0.163:5140
内江综合,http://www.ly2016.cn:8188/rtp/239.94.0.164:5140
德阳文旅科教,http://www.ly2016.cn:8188/rtp/239.94.0.165:5140
新闻综合,http://www.ly2016.cn:8188/rtp/239.94.0.166:5140
综合,http://www.ly2016.cn:8188/rtp/239.94.0.167:5140
新闻综合,http://www.ly2016.cn:8188/rtp/239.94.0.168:5140
综合,http://www.ly2016.cn:8188/rtp/239.94.0.169:5140
眉山综合,http://www.ly2016.cn:8188/rtp/239.94.0.170:5140
新闻综合,http://www.ly2016.cn:8188/rtp/239.94.0.171:5140
公共,http://www.ly2016.cn:8188/rtp/239.94.0.172:5140
文旅生活,http://www.ly2016.cn:8188/rtp/239.94.0.173:5140
文旅乡村,http://www.ly2016.cn:8188/rtp/239.94.0.174:5140
CCTV1,http://893224162.synology.me:8188/rtp/239.94.0.1:5140
CCTV2,http://893224162.synology.me:8188/rtp/239.94.0.2:5140
CCTV3,http://893224162.synology.me:8188/rtp/239.94.0.3:5140
CCTV4,http://893224162.synology.me:8188/rtp/239.94.0.4:5140
CCTV6,http://893224162.synology.me:8188/rtp/239.94.0.6:5140
CCTV7,http://893224162.synology.me:8188/rtp/239.94.0.7:5140
CCTV8,http://893224162.synology.me:8188/rtp/239.94.0.8:5140
CCTV9,http://893224162.synology.me:8188/rtp/239.94.0.9:5140
CCTV10,http://893224162.synology.me:8188/rtp/239.94.0.10:5140
CCTV11,http://893224162.synology.me:8188/rtp/239.94.0.11:5140
CCTV12,http://893224162.synology.me:8188/rtp/239.94.0.12:5140
CCTV13,http://893224162.synology.me:8188/rtp/239.94.0.13:5140
CCTV14,http://893224162.synology.me:8188/rtp/239.94.0.14:5140
CCTV1,http://893224162.synology.me:8188/rtp/239.94.0.31:5140
湖南卫视,http://893224162.synology.me:8188/rtp/239.94.0.61:5140
江苏卫视,http://893224162.synology.me:8188/rtp/239.94.0.62:5140
浙江卫视,http://893224162.synology.me:8188/rtp/239.94.0.63:5140
东方卫视,http://893224162.synology.me:8188/rtp/239.94.0.64:5140
BRTV,http://893224162.synology.me:8188/rtp/239.94.0.65:5140
深圳卫视,http://893224162.synology.me:8188/rtp/239.94.0.66:5140
广东卫视,http://893224162.synology.me:8188/rtp/239.94.0.67:5140
天津卫视,http://893224162.synology.me:8188/rtp/239.94.0.68:5140
山东卫视,http://893224162.synology.me:8188/rtp/239.94.0.69:5140
经济,http://893224162.synology.me:8188/rtp/239.94.0.70:5140
文化旅游,http://893224162.synology.me:8188/rtp/239.94.0.71:5140
新闻,http://893224162.synology.me:8188/rtp/239.94.0.72:5140
影视文艺,http://893224162.synology.me:8188/rtp/239.94.0.73:5140
星空购物,http://893224162.synology.me:8188/rtp/239.94.0.74:5140
SCTV7,http://893224162.synology.me:8188/rtp/239.94.0.75:5140
科教,http://893224162.synology.me:8188/rtp/239.94.0.76:5140
四川乡村,http://893224162.synology.me:8188/rtp/239.94.0.77:5140
康巴卫视,http://893224162.synology.me:8188/rtp/239.94.0.78:5140
江西卫视,http://893224162.synology.me:8188/rtp/239.94.0.79:5140
东南卫视,http://893224162.synology.me:8188/rtp/239.94.0.80:5140
黑龙江卫视,http://893224162.synology.me:8188/rtp/239.94.0.81:5140
重庆卫视,http://893224162.synology.me:8188/rtp/239.94.0.82:5140
贵州卫视,http://893224162.synology.me:8188/rtp/239.94.0.83:5140
湖北卫视,http://893224162.synology.me:8188/rtp/239.94.0.84:5140
安徽卫视,http://893224162.synology.me:8188/rtp/239.94.0.85:5140
河北卫视,http://893224162.synology.me:8188/rtp/239.94.0.86:5140
中国交通,http://893224162.synology.me:8188/rtp/239.94.0.87:5140
河南卫视,http://893224162.synology.me:8188/rtp/239.94.0.88:5140
广西卫视,http://893224162.synology.me:8188/rtp/239.94.0.89:5140
云南卫视,http://893224162.synology.me:8188/rtp/239.94.0.90:5140
吉林卫视,http://893224162.synology.me:8188/rtp/239.94.0.91:5140
陕西卫视,http://893224162.synology.me:8188/rtp/239.94.0.92:5140
山西卫视,http://893224162.synology.me:8188/rtp/239.94.0.93:5140
INNTV,http://893224162.synology.me:8188/rtp/239.94.0.94:5140
青海卫视,http://893224162.synology.me:8188/rtp/239.94.0.95:5140
宁夏,http://893224162.synology.me:8188/rtp/239.94.0.96:5140
XZTV,http://893224162.synology.me:8188/rtp/239.94.0.97:5140
新疆卫视,http://893224162.synology.me:8188/rtp/239.94.0.98:5140
甘肃卫视,http://893224162.synology.me:8188/rtp/239.94.0.99:5140
海南卫视,http://893224162.synology.me:8188/rtp/239.94.0.100:5140
辽宁卫视,http://893224162.synology.me:8188/rtp/239.94.0.101:5140
兵团卫视,http://893224162.synology.me:8188/rtp/239.94.0.102:5140
峨眉电影,http://893224162.synology.me:8188/rtp/239.94.0.103:5140
XAMENSIAR,http://893224162.synology.me:8188/rtp/239.94.0.104:5140
三沙卫视,http://893224162.synology.me:8188/rtp/239.94.0.105:5140
父,http://893224162.synology.me:8188/rtp/239.94.0.106:5140
抢购,http://893224162.synology.me:8188/rtp/239.94.0.107:5140
BRTV,http://893224162.synology.me:8188/rtp/239.94.0.109:5140
安多卫视,http://893224162.synology.me:8188/rtp/239.94.0.110:5140
四川卫视,http://893224162.synology.me:8188/rtp/239.94.0.115:5140
CDTV1,http://893224162.synology.me:8188/rtp/239.94.0.154:5140
CDTV2,http://893224162.synology.me:8188/rtp/239.94.0.155:5140
CDTV3,http://893224162.synology.me:8188/rtp/239.94.0.156:5140
CDT4,http://893224162.synology.me:8188/rtp/239.94.0.157:5140
CDTV5,http://893224162.synology.me:8188/rtp/239.94.0.158:5140
CDTV6,http://893224162.synology.me:8188/rtp/239.94.0.159:5140
CDTVE,http://893224162.synology.me:8188/rtp/239.94.0.160:5140
新闻综合,http://893224162.synology.me:8188/rtp/239.94.0.161:5140
新闻综合,http://893224162.synology.me:8188/rtp/239.94.0.162:5140
新闻综合,http://893224162.synology.me:8188/rtp/239.94.0.163:5140
内江综合,http://893224162.synology.me:8188/rtp/239.94.0.164:5140
德阳文旅科教,http://893224162.synology.me:8188/rtp/239.94.0.165:5140
新闻综合,http://893224162.synology.me:8188/rtp/239.94.0.166:5140
综合,http://893224162.synology.me:8188/rtp/239.94.0.167:5140
新闻综合,http://893224162.synology.me:8188/rtp/239.94.0.168:5140
综合,http://893224162.synology.me:8188/rtp/239.94.0.169:5140
眉山综合,http://893224162.synology.me:8188/rtp/239.94.0.170:5140
新闻综合,http://893224162.synology.me:8188/rtp/239.94.0.171:5140
公共,http://893224162.synology.me:8188/rtp/239.94.0.172:5140
文旅生活,http://893224162.synology.me:8188/rtp/239.94.0.173:5140
文旅乡村,http://893224162.synology.me:8188/rtp/239.94.0.174:5140
CCTV1,http://www.0835meiya.com:58889/rtp/239.94.0.1:5140
CCTV2,http://www.0835meiya.com:58889/rtp/239.94.0.2:5140
CCTV3,http://www.0835meiya.com:58889/rtp/239.94.0.3:5140
CCTV4,http://www.0835meiya.com:58889/rtp/239.94.0.4:5140
CCTV6,http://www.0835meiya.com:58889/rtp/239.94.0.6:5140
CCTV7,http://www.0835meiya.com:58889/rtp/239.94.0.7:5140
CCTV8,http://www.0835meiya.com:58889/rtp/239.94.0.8:5140
CCTV9,http://www.0835meiya.com:58889/rtp/239.94.0.9:5140
CCTV10,http://www.0835meiya.com:58889/rtp/239.94.0.10:5140
CCTV11,http://www.0835meiya.com:58889/rtp/239.94.0.11:5140
CCTV12,http://www.0835meiya.com:58889/rtp/239.94.0.12:5140
CCTV13,http://www.0835meiya.com:58889/rtp/239.94.0.13:5140
CCTV14,http://www.0835meiya.com:58889/rtp/239.94.0.14:5140
CCTV1,http://www.0835meiya.com:58889/rtp/239.94.0.31:5140
湖南卫视,http://www.0835meiya.com:58889/rtp/239.94.0.61:5140
江苏卫视,http://www.0835meiya.com:58889/rtp/239.94.0.62:5140
浙江卫视,http://www.0835meiya.com:58889/rtp/239.94.0.63:5140
东方卫视,http://www.0835meiya.com:58889/rtp/239.94.0.64:5140
BRTV,http://www.0835meiya.com:58889/rtp/239.94.0.65:5140
深圳卫视,http://www.0835meiya.com:58889/rtp/239.94.0.66:5140
广东卫视,http://www.0835meiya.com:58889/rtp/239.94.0.67:5140
天津卫视,http://www.0835meiya.com:58889/rtp/239.94.0.68:5140
山东卫视,http://www.0835meiya.com:58889/rtp/239.94.0.69:5140
经济,http://www.0835meiya.com:58889/rtp/239.94.0.70:5140
文化旅游,http://www.0835meiya.com:58889/rtp/239.94.0.71:5140
新闻,http://www.0835meiya.com:58889/rtp/239.94.0.72:5140
影视文艺,http://www.0835meiya.com:58889/rtp/239.94.0.73:5140
星空购物,http://www.0835meiya.com:58889/rtp/239.94.0.74:5140
SCTV7,http://www.0835meiya.com:58889/rtp/239.94.0.75:5140
科教,http://www.0835meiya.com:58889/rtp/239.94.0.76:5140
四川乡村,http://www.0835meiya.com:58889/rtp/239.94.0.77:5140
康巴卫视,http://www.0835meiya.com:58889/rtp/239.94.0.78:5140
江西卫视,http://www.0835meiya.com:58889/rtp/239.94.0.79:5140
东南卫视,http://www.0835meiya.com:58889/rtp/239.94.0.80:5140
黑龙江卫视,http://www.0835meiya.com:58889/rtp/239.94.0.81:5140
重庆卫视,http://www.0835meiya.com:58889/rtp/239.94.0.82:5140
贵州卫视,http://www.0835meiya.com:58889/rtp/239.94.0.83:5140
湖北卫视,http://www.0835meiya.com:58889/rtp/239.94.0.84:5140
安徽卫视,http://www.0835meiya.com:58889/rtp/239.94.0.85:5140
河北卫视,http://www.0835meiya.com:58889/rtp/239.94.0.86:5140
中国交通,http://www.0835meiya.com:58889/rtp/239.94.0.87:5140
河南卫视,http://www.0835meiya.com:58889/rtp/239.94.0.88:5140
广西卫视,http://www.0835meiya.com:58889/rtp/239.94.0.89:5140
云南卫视,http://www.0835meiya.com:58889/rtp/239.94.0.90:5140
吉林卫视,http://www.0835meiya.com:58889/rtp/239.94.0.91:5140
陕西卫视,http://www.0835meiya.com:58889/rtp/239.94.0.92:5140
山西卫视,http://www.0835meiya.com:58889/rtp/239.94.0.93:5140
INNTV,http://www.0835meiya.com:58889/rtp/239.94.0.94:5140
青海卫视,http://www.0835meiya.com:58889/rtp/239.94.0.95:5140
宁夏,http://www.0835meiya.com:58889/rtp/239.94.0.96:5140
XZTV,http://www.0835meiya.com:58889/rtp/239.94.0.97:5140
新疆卫视,http://www.0835meiya.com:58889/rtp/239.94.0.98:5140
甘肃卫视,http://www.0835meiya.com:58889/rtp/239.94.0.99:5140
海南卫视,http://www.0835meiya.com:58889/rtp/239.94.0.100:5140
辽宁卫视,http://www.0835meiya.com:58889/rtp/239.94.0.101:5140
兵团卫视,http://www.0835meiya.com:58889/rtp/239.94.0.102:5140
峨眉电影,http://www.0835meiya.com:58889/rtp/239.94.0.103:5140
XAMENSIAR,http://www.0835meiya.com:58889/rtp/239.94.0.104:5140
三沙卫视,http://www.0835meiya.com:58889/rtp/239.94.0.105:5140
父,http://www.0835meiya.com:58889/rtp/239.94.0.106:5140
抢购,http://www.0835meiya.com:58889/rtp/239.94.0.107:5140
BRTV,http://www.0835meiya.com:58889/rtp/239.94.0.109:5140
安多卫视,http://www.0835meiya.com:58889/rtp/239.94.0.110:5140
四川卫视,http://www.0835meiya.com:58889/rtp/239.94.0.115:5140
CDTV1,http://www.0835meiya.com:58889/rtp/239.94.0.154:5140
CDTV2,http://www.0835meiya.com:58889/rtp/239.94.0.155:5140
CDTV3,http://www.0835meiya.com:58889/rtp/239.94.0.156:5140
CDT4,http://www.0835meiya.com:58889/rtp/239.94.0.157:5140
CDTV5,http://www.0835meiya.com:58889/rtp/239.94.0.158:5140
CDTV6,http://www.0835meiya.com:58889/rtp/239.94.0.159:5140
CDTVE,http://www.0835meiya.com:58889/rtp/239.94.0.160:5140
新闻综合,http://www.0835meiya.com:58889/rtp/239.94.0.161:5140
新闻综合,http://www.0835meiya.com:58889/rtp/239.94.0.162:5140
新闻综合,http://www.0835meiya.com:58889/rtp/239.94.0.163:5140
内江综合,http://www.0835meiya.com:58889/rtp/239.94.0.164:5140
德阳文旅科教,http://www.0835meiya.com:58889/rtp/239.94.0.165:5140
新闻综合,http://www.0835meiya.com:58889/rtp/239.94.0.166:5140
综合,http://www.0835meiya.com:58889/rtp/239.94.0.167:5140
新闻综合,http://www.0835meiya.com:58889/rtp/239.94.0.168:5140
综合,http://www.0835meiya.com:58889/rtp/239.94.0.169:5140
眉山综合,http://www.0835meiya.com:58889/rtp/239.94.0.170:5140
新闻综合,http://www.0835meiya.com:58889/rtp/239.94.0.171:5140
公共,http://www.0835meiya.com:58889/rtp/239.94.0.172:5140
文旅生活,http://www.0835meiya.com:58889/rtp/239.94.0.173:5140
文旅乡村,http://www.0835meiya.com:58889/rtp/239.94.0.174:5140
CCTV1,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.1:5140
CCTV2,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.2:5140
CCTV3,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.3:5140
CCTV4,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.4:5140
CCTV6,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.6:5140
CCTV7,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.7:5140
CCTV8,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.8:5140
CCTV9,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.9:5140
CCTV10,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.10:5140
CCTV11,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.11:5140
CCTV12,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.12:5140
CCTV13,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.13:5140
CCTV14,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.14:5140
CCTV1,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.31:5140
湖南卫视,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.61:5140
江苏卫视,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.62:5140
浙江卫视,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.63:5140
东方卫视,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.64:5140
BRTV,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.65:5140
深圳卫视,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.66:5140
广东卫视,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.67:5140
天津卫视,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.68:5140
山东卫视,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.69:5140
经济,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.70:5140
文化旅游,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.71:5140
新闻,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.72:5140
影视文艺,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.73:5140
星空购物,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.74:5140
SCTV7,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.75:5140
科教,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.76:5140
四川乡村,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.77:5140
康巴卫视,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.78:5140
江西卫视,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.79:5140
东南卫视,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.80:5140
黑龙江卫视,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.81:5140
重庆卫视,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.82:5140
贵州卫视,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.83:5140
湖北卫视,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.84:5140
安徽卫视,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.85:5140
河北卫视,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.86:5140
中国交通,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.87:5140
河南卫视,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.88:5140
广西卫视,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.89:5140
云南卫视,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.90:5140
吉林卫视,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.91:5140
陕西卫视,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.92:5140
山西卫视,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.93:5140
INNTV,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.94:5140
青海卫视,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.95:5140
宁夏,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.96:5140
XZTV,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.97:5140
新疆卫视,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.98:5140
甘肃卫视,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.99:5140
海南卫视,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.100:5140
辽宁卫视,http://jgw.ddns.mygo2025.cloudns.biz:9999/rtp/239.94.0.101:5140
